sep=,
CUSTOM.date [local], CUSTOM.updateTime [local], OSD.flyTime, OSD.flyTime [s], OSD.latitude, OSD.longitude, OSD.height [ft], OSD.heightMax [ft], OSD.vpsHeight [ft], OSD.altitude [ft], OSD.hSpeed [MPH], OSD.hSpeedMax [MPH], OSD.xSpeed [MPH], OSD.xSpeedMax [MPH], OSD.ySpeed [MPH], OSD.ySpeedMax [MPH], OSD.zSpeed [MPH], OSD.zSpeedMax [MPH], OSD.pitch, OSD.roll, OSD.yaw, OSD.yaw [360], OSD.flycState, OSD.flycCommand, OSD.flightAction, OSD.gpsNum, OSD.gpsLevel, OSD.isGPSUsed, OSD.nonGPSCause, OSD.droneType, OSD.isSwaveWork, OSD.waveError, OSD.goHomeStatus, OSD.batteryType, OSD.ctrlDevice, OSD.isOnGround, OSD.isMotorOn, OSD.isMotorBlocked, OSD.motorStartFailedCause, OSD.motorFailReason, OSD.isImuPreheated, OSD.imuInitFailReason, OSD.isAcceletorOverRange, OSD.isBarometerDeadInAir, OSD.isCompassError, OSD.isGoHomeHeightModified, OSD.canIOCWork, OSD.isNotEnoughForce, OSD.isOutOfLimit, OSD.isPropellerCatapult, OSD.isVibrating, OSD.isVisionUsed, OSD.voltageWarning, GIMBAL.mode, GIMBAL.pitch, GIMBAL.roll, GIMBAL.yaw, GIMBAL.yaw [360], GIMBAL.isPitchAtLimit, GIMBAL.isRollAtLimit, GIMBAL.isYawAtLimit, GIMBAL.isStuck, CAMERA.isPhoto, CAMERA.isVideo, CAMERA.filename, CAMERA.sdCardIsInserted, CAMERA.sdCardState, RC.downlinkSignal, RC.uplinkSignal, RC.aileron, RC.elevator, RC.throttle, RC.rudder, RC.mode, RC.goHomeDepressed, RC.recordDepressed, RC.shutterDepressed, RC.playbackDepressed, RC.wheelDepressed, RC.wheelOffset, RC.custom1Depressed, RC.custom2Depressed, RC.custom3Depressed, RC.custom4Depressed, BATTERY.chargeLevel, BATTERY.currentPV [V], BATTERY.currentCapacity [mAh], BATTERY.fullCapacity [mAh], BATTERY.voltage [V], BATTERY.isCellVoltageEstimated, BATTERY.cellVoltage1 [V], BATTERY.cellVoltage2 [V], BATTERY.cellVoltage3 [V], BATTERY.cellVoltage4 [V], BATTERY.cellVoltage5 [V], BATTERY.cellVoltage6 [V], BATTERY.maxCellVoltageDeviation, BATTERY.isCellVoltageDeviationHigh, BATTERY.isVoltageLow, BATTERY.current [A], BATTERY.temperature [F], BATTERY.minTemperature [F], BATTERY.maxTemperature [F], BATTERY.usefulTime [s], BATTERY.goHomeTime [s], BATTERY.landTime [s], BATTERY.goHomeBattery, BATTERY.landBattery, BATTERY.safeFlyRadius, BATTERY.volumeConsume, BATTERY.status, BATTERY.goHomeStatus, BATTERY.goHomeCountdown, BATTERY.lowWarning, BATTERY.lowWarningGoHome, BATTERY.seriousLowWarning, BATTERY.seriousLowWarningLanding, BATTERY.timesCharged, MC.failSafeAction, HOME.latitude, HOME.longitude, HOME.distance [ft], HOME.height [ft], HOME.heightLimit [ft], HOME.isHomeRecord, HOME.goHomeMode, HOME.aircraftHeadDirection, HOME.isDynamicHomePointEnabled, HOME.isReachedLimitDistance, HOME.isReachedLimitHeight, HOME.isCompassCeleing, HOME.compassCeleStatus, HOME.isMultipleFlightModeEnabled, HOME.isBeginnerMode, HOME.isIOCEnabled, HOME.iocMode, HOME.goHomeHeight [ft], HOME.courseLockAngle, HOME.forceLandingHeight [ft], HOME.wind, HOME.dataRecorderFileIndex, RECOVER.appType, RECOVER.appVersion, RECOVER.aircraftName, RECOVER.aircraftSerial, RECOVER.cameraSerial, RECOVER.rcSerial, RECOVER.batterySerial, DETAILS.totalTime [s], DETAILS.totalDistance [ft], DETAILS.maxHeight [ft], DETAILS.maxHorizontalSpeed [MPH], DETAILS.maxVerticalSpeed [MPH], DETAILS.photoNum, DETAILS.videoTime [s], DETAILS.aircraftName, DETAILS.aircraftSerial, DETAILS.cameraSerial, DETAILS.rcSerial, DETAILS.batterySerial, DETAILS.appName, DETAILS.appType, DETAILS.appVersion, APPGPS.latitude, APPGPS.longitude, APPGPS.accuracy, APP.message, APP.tip, APP.warning
8/3/2017,10:01:23.18 PM,1m 58.2s,118.2,39.9614628,-106.2163718,29.9,129.6,83.7,8158,36.1,45.2,30.9,45.2,-15.2,27.1,-1.3,9.0,-28.7,-9.4,-97.7,262.3,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.8,-0.8,-91.6,268.4,False,False,False,False,False,True,,True,Normal,,,364,1449,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,60.4,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.28 PM,1m 58.3s,118.3,39.96147485,-106.2163798,29.5,129.6,83.7,8158,34.6,45.2,28.6,45.2,-15.7,27.1,0,9.0,-28.8,-25.2,-114.1,245.9,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.1,-1,-107.2,252.8,False,False,False,False,False,True,,True,Normal,,,364,1447,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,65.3,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.38 PM,1m 58.4s,118.4,39.96148585,-106.21638819,29.2,129.6,83.7,8157,32.7,45.2,25.7,45.2,-15.9,27.1,0.2,9.0,-30.6,-29.3,-129.4,230.6,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.3,-0.9,-123,237,False,False,False,False,False,True,,True,Normal,,,364,1447,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,69.9,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.48 PM,1m 58.5s,118.5,39.9614947,-106.21639631,28.9,129.6,83.7,8157,29.3,45.2,23.0,45.2,-15.0,27.1,0.7,9.0,-30.6,-28.7,-145.6,214.4,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.3,-1,-138.9,221.1,False,False,False,False,False,True,,True,Normal,,,364,1459,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,73.7,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.58 PM,1m 58.6s,118.6,39.96150351,-106.21640361,28.2,129.6,83.7,8156,26.4,45.2,20.4,45.2,-13.7,27.1,0.9,9.0,-31.9,-29.6,-160.3,199.7,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.4,-0.9,-154.2,205.8,False,False,False,False,False,True,,True,Normal,,,364,1451,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,77.5,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.68 PM,1m 58.8s,118.8,39.9615169,-106.21641581,27.2,129.6,83.7,8155,22.2,45.2,16.8,45.2,-9.8,27.1,0,9.0,-34.8,-30.4,171.4,171.4,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.8,-0.8,-168.8,191.2,False,False,False,False,False,True,,True,Normal,,,364,1452,1024,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,83.3,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:23.79 PM,1m 58.9s,118.9,39.96152197,-106.21641839,26.9,129.6,83.7,8155,18.0,45.2,15.7,45.2,-7.6,27.1,-0.5,9.0,-35.7,-29.4,157.4,157.4,P-GPS,Other,Takeoff (RC Assisted),14,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (202),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-5.7,-0.9,177.2,177.2,False,False,False,False,False,True,,True,Normal,,,364,1463,1035,364,1,False,False,False,False,False,0,False,False,False,False,86,23.33,3831,4455,23.088,False,3.898,3.875,3.883,3.897,3.88,3.92,0.246,False,False,43.735,88.1,74.8,88.1,674,1,2,20,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,85.3,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.11 PM,1m 59.2s,119.2,39.96153925,-106.21642336,25.9,129.6,83.7,8154,14.7,45.2,13.7,45.2,-1.3,27.1,-0.7,9.0,-44.9,-1.8,120.6,120.6,P-GPS,Other,Takeoff (RC Assisted),17,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7,-0.6,137,137,False,False,False,False,False,True,,True,Normal,,,1684,1523,1024,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,91.6,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.22 PM,1m 59.3s,119.3,39.96154391,-106.21642135,25.9,129.6,83.7,8154,13.7,45.2,11.9,45.2,0.2,27.1,-1.1,9.0,-48.1,27.4,116.2,116.2,P-GPS,Other,Takeoff (RC Assisted),14,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.9,0,128,128,False,False,False,False,False,True,,True,Normal,,,1684,1633,1014,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,93.0,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.32 PM,1m 59.4s,119.4,39.96154828,-106.21642097,25.9,129.6,83.7,8154,11.4,45.2,9.6,45.2,0.7,27.1,-1.6,9.0,-43.2,42.7,123.1,123.1,P-GPS,Other,Takeoff (RC Assisted),14,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.8,0,123.8,123.8,False,False,False,False,False,True,,True,Normal,,,1684,1655,979,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.4,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.42 PM,1m 59.5s,119.5,39.96155133,-106.21641708,25.9,129.6,83.7,8154,10.1,45.2,7.4,45.2,0.9,27.1,-1.3,9.0,-38,40.2,136.4,136.4,P-GPS,Other,Takeoff (RC Assisted),17,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.5,4.1,128.4,128.4,False,False,False,False,False,True,,True,Normal,,,1684,1654,947,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.1,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.52 PM,1m 59.6s,119.6,39.96155393,-106.21641653,25.9,129.6,83.7,8154,8.2,45.2,5.4,45.2,0.7,27.1,-0.5,9.0,-36.9,31.6,146.7,146.7,P-GPS,Other,Takeoff (RC Assisted),17,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.9,0.5,133.7,133.7,False,False,False,False,False,True,,True,Normal,,,1684,1659,914,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.9,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.62 PM,1m 59.7s,119.7,39.96155403,-106.21641396,25.6,129.6,83.7,8154,4.5,45.2,3.8,45.2,0.7,27.1,0,9.0,-37.8,25,157.8,157.8,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8,0.5,143.6,143.6,False,False,False,False,False,True,,True,Normal,,,1684,1669,898,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.7,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.73 PM,1m 59.8s,119.8,39.96155522,-106.21641359,25.3,129.6,83.7,8153,3.2,45.2,2.2,45.2,0.2,27.1,0.2,9.0,-37.3,21,170.8,170.8,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.9,0.7,166.9,166.9,False,False,False,False,False,True,,True,Normal,,,1684,1669,894,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,96.0,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.83 PM,1m 59.9s,119.9,39.96155419,-106.21641227,24.9,129.6,83.7,8153,1.5,45.2,0.9,45.2,0.5,27.1,0.5,9.0,-36.4,18.9,-175.6,184.4,P-GPS,Other,Takeoff (RC Assisted),15,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.8,0.8,-179.8,180.2,False,False,False,False,False,True,,True,Normal,,,1684,1669,874,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.5,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:24.93 PM,2m 0.0s,120.0,39.96155434,-106.21641217,24.9,129.6,83.7,8153,1.8,45.2,0,45.2,0,27.1,0.2,9.0,-33.9,17.5,-161,199,P-GPS,Other,Takeoff (RC Assisted),15,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (1),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.7,0.8,-165.6,194.4,False,False,False,False,False,True,,True,Normal,,,1676,1641,803,1684,1,False,False,False,False,False,0,False,False,False,False,86,23.417,3831,4455,23.491,False,3.878,3.888,3.805,3.822,3.917,3.928,0.246,True,False,46.404,88.1,74.8,88.1,674,9,2,22,15,2867.9,5.02,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.6,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.03 PM,2m 0.1s,120.1,39.96155261,-106.21641259,24.6,129.6,83.7,8153,2.1,45.2,-0.7,45.2,-0.7,27.1,0.5,9.0,-32.2,17.1,-146.7,213.3,P-GPS,Other,Takeoff (RC Assisted),17,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.7,0.8,-165.6,194.4,False,False,False,False,False,True,,True,Normal,,,1118,1376,1011,1098,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,95.0,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.13 PM,2m 0.2s,120.2,39.96155228,-106.21641266,24.3,129.6,83.7,8152,2.6,45.2,-1.1,45.2,-1.3,27.1,1.1,9.0,-31.5,16.7,-133,227,P-GPS,Other,Takeoff (RC Assisted),17,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.3,0.4,-139.8,220.2,False,False,False,False,False,True,,True,Normal,,,1024,1024,1024,706,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.9,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.24 PM,2m 0.3s,120.3,39.96155086,-106.21641439,24.0,129.6,83.7,8152,2.8,45.2,-1.8,45.2,-2.5,27.1,0.9,9.0,-29.2,10.4,-123.8,236.2,P-GPS,Other,Takeoff (RC Assisted),15,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.8,0.1,-131.1,228.9,False,False,False,False,False,True,,True,Normal,,,463,734,1084,364,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.6,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.34 PM,2m 0.4s,120.4,39.96155004,-106.21641586,23.6,129.6,83.7,8152,4.1,45.2,-2.0,45.2,-2.9,27.1,0.9,9.0,-11.8,2.7,-119.9,240.1,P-GPS,Other,Takeoff (RC Assisted),15,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.8,0,-126.9,233.1,False,False,False,False,False,True,,True,Normal,,,364,592,1035,364,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.5,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.44 PM,2m 0.5s,120.5,39.96154872,-106.21641836,23.3,129.6,83.7,8151,4.6,45.2,-2.7,45.2,-2.5,27.1,0.9,9.0,4.2,-14.8,-125.7,234.3,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-8.8,0,-129.6,230.4,False,False,False,False,False,True,,True,Normal,,,364,562,1105,364,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.3,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
8/3/2017,10:01:25.54 PM,2m 0.6s,120.6,39.96154753,-106.21641944,22.6,129.6,83.7,8151,4.7,45.2,-3.1,45.2,-1.1,27.1,1.1,9.0,13,-33.2,-138.5,221.5,P-GPS,Other,Takeoff (RC Assisted),16,5,True,,Inspire 1,False,False,,Smart,RC,False,True,False,,Other (55),True,,False,False,False,False,True,False,False,False,False,False,0,Follow Yaw,-7.9,0.4,-136.3,223.7,False,False,False,False,False,True,,True,Normal,,,364,476,1096,364,1,False,False,False,False,False,0,False,False,False,False,86,23.393,3831,4455,23.215,False,3.885,3.924,3.92,3.923,3.935,3.893,0.246,False,False,43.746,88.3,74.8,88.3,674,11,2,22,15,2867.9,5.03,,Idle,0,30,False,10,True,3,Go Home,39.96130863,-106.21629338,94.0,8135.6,,True,1,1,False,False,False,False,0,True,False,False,Course Lock,65.6,,,Calm,21,Android, 3.1.8,snow flake,0410056616,,03LJC25548,6781073611,598.84,13203.3,129.6,48.6,9.6,0,0,snow flake,0410056616,,03LJC25548,6781073611,,Android, 3.1.8,,,,,,
